Image,Letter,Center_x,Center_y,Distance_x,Distance_y
dataset\k1.jpg,t,452,559,35,49
dataset\k1.jpg,a,471,568,30,43
dataset\k1.jpg,n,506,567,38,54
dataset\k1.jpg,d,537,548,33,47
dataset\k1.jpg,i,563,553,28,39
dataset\k1.jpg,n,596,557,50,70
dataset\k1.jpg,g,632,564,50,70
dataset\k1.jpg,e,724,532,40,56
dataset\k1.jpg,m,768,539,72,100
dataset\k1.jpg,p,806,532,46,64
dataset\k1.jpg,h,836,524,46,64
dataset\k1.jpg,a,869,519,38,54
dataset\k1.jpg,s,902,518,38,54
dataset\k1.jpg,i,923,510,36,50
dataset\k1.jpg,z,955,514,36,50
dataset\k1.jpg,i,974,501,36,50
dataset\k1.jpg,n,1008,501,36,50
dataset\k1.jpg,g,1051,498,40,56
dataset\k1.jpg,p,1138,487,40,56
dataset\k1.jpg,e,1170,469,40,56
dataset\k1.jpg,r,1197,474,35,49
dataset\k1.jpg,s,1218,467,35,49
dataset\k1.jpg,o,1243,467,35,49
dataset\k1.jpg,n,1270,459,38,54
dataset\k1.jpg,a,1305,455,35,49
dataset\k1.jpg,l,1330,442,35,49
dataset\k1.jpg,r,1407,436,35,49
dataset\k1.jpg,e,1435,432,32,46
dataset\k1.jpg,s,1462,430,32,46
dataset\k1.jpg,p,1487,434,32,46
dataset\k1.jpg,o,1514,418,32,46
dataset\k1.jpg,n,1553,415,43,61
dataset\k1.jpg,s,1595,405,40,56
dataset\k1.jpg,i,1619,391,40,56
dataset\k1.jpg,b,1658,388,40,56
dataset\k1.jpg,i,1686,387,40,56
dataset\k1.jpg,l,1708,380,37,52
dataset\k1.jpg,i,1734,381,35,49
dataset\k1.jpg,t,1763,381,35,49
dataset\k1.jpg,y,1793,386,43,61
dataset\k1.jpg,a,1871,372,43,61
dataset\k1.jpg,n,1913,358,43,61
dataset\k1.jpg,d,1954,349,43,61
dataset\k1.jpg,t,311,699,43,61
dataset\k1.jpg,h,352,693,43,61
dataset\k1.jpg,e,383,691,43,61
dataset\k1.jpg,p,462,704,43,61
dataset\k1.jpg,o,497,699,43,61
dataset\k1.jpg,t,524,681,37,52
dataset\k1.jpg,e,550,681,33,47
dataset\k1.jpg,n,576,686,38,54
dataset\k1.jpg,t,608,668,36,50
dataset\k1.jpg,i,631,664,35,49
dataset\k1.jpg,a,657,665,35,49
dataset\k1.jpg,l,686,658,35,49
dataset\k1.jpg,f,777,654,46,64
dataset\k1.jpg,o,804,655,38,54
dataset\k1.jpg,r,834,645,38,54
dataset\k1.jpg,r,910,638,38,54
dataset\k1.jpg,e,938,624,37,52
dataset\k1.jpg,h,963,619,37,52
dataset\k1.jpg,a,995,620,37,52
dataset\k1.jpg,b,1022,617,37,52
dataset\k1.jpg,i,1049,611,35,49
dataset\k1.jpg,l,1073,605,33,47
dataset\k1.jpg,i,1092,607,32,46
dataset\k1.jpg,t,1114,605,32,46
dataset\k1.jpg,a,1142,604,32,46
dataset\k1.jpg,t,1173,591,32,46
dataset\k1.jpg,i,1195,590,36,50
dataset\k1.jpg,o,1222,590,36,50
dataset\k1.jpg,n,1253,581,48,67
dataset\k1.jpg,B,324,950,48,67
dataset\k1.jpg,a,359,950,43,61
dataset\k1.jpg,s,390,953,38,54
dataset\k1.jpg,e,416,959,38,54
dataset\k1.jpg,d,443,943,38,54
dataset\k1.jpg,o,520,917,38,54
dataset\k1.jpg,n,552,917,38,54
dataset\k1.jpg,t,635,903,38,54
dataset\k1.jpg,h,672,902,38,54
dataset\k1.jpg,e,709,902,38,54
dataset\k1.jpg,c,783,876,38,54
dataset\k1.jpg,a,813,872,38,54
dataset\k1.jpg,s,837,871,38,54
dataset\k1.jpg,e,866,870,38,54
dataset\k1.jpg,s,922,853,38,54
dataset\k1.jpg,t,956,852,38,54
dataset\k1.jpg,u,983,852,38,54
dataset\k1.jpg,d,1019,844,46,64
dataset\k1.jpg,i,1056,836,33,47
dataset\k1.jpg,e,1079,835,33,47
dataset\k1.jpg,s,1106,837,33,47
dataset\k1.jpg,g,1156,835,56,78
dataset\k1.jpg,i,1191,823,38,54
dataset\k1.jpg,v,1221,823,38,54
dataset\k1.jpg,e,1253,823,38,54
dataset\k1.jpg,n,1289,812,50,70
dataset\k1.jpg,e,1388,791,50,70
dataset\k1.jpg,x,1430,787,50,70
dataset\k1.jpg,p,1466,781,50,70
dataset\k1.jpg,l,1492,769,37,52
dataset\k1.jpg,a,1521,780,41,59
dataset\k1.jpg,i,1560,772,41,59
dataset\k1.jpg,n,1593,766,53,74
dataset\k1.jpg,n,1593,766,53,74
dataset\k1.jpg,t,1671,751,53,74
dataset\k1.jpg,h,1720,746,53,74
dataset\k1.jpg,e,1770,745,53,74
dataset\k1.jpg,s,1833,725,53,74
dataset\k1.jpg,u,1876,731,53,74
dataset\k1.jpg,m,1928,735,72,100
dataset\k1.jpg,m,2005,729,72,100
dataset\k1.jpg,a,2046,726,53,74
dataset\k1.jpg,r,2078,710,43,61
dataset\k1.jpg,i,2095,713,40,56
dataset\k1.jpg,e,2118,720,33,47
dataset\k1.jpg,s,2145,730,33,47
dataset\k1.jpg,e,1952,853,33,47
dataset\k1.jpg,k,1919,853,33,47
dataset\k1.jpg,a,1882,855,33,47
dataset\k1.jpg,t,1850,858,33,47
dataset\k1.jpg,d,1764,866,40,56
dataset\k1.jpg,l,1734,863,35,49
dataset\k1.jpg,u,1698,876,40,56
dataset\k1.jpg,o,1664,885,40,56
dataset\k1.jpg,w,1627,886,50,70
dataset\k1.jpg,u,1531,907,50,70
dataset\k1.jpg,o,1494,915,46,64
dataset\k1.jpg,y,1455,917,46,64
dataset\k1.jpg,s,1369,930,46,64
dataset\k1.jpg,t,1343,923,38,54
dataset\k1.jpg,r,1316,923,36,50
dataset\k1.jpg,o,1291,933,36,50
dataset\k1.jpg,f,1261,946,36,50
dataset\k1.jpg,f,1236,948,36,50
dataset\k1.jpg,e,1206,948,36,50
dataset\k1.jpg,e,1144,956,36,50
dataset\k1.jpg,h,1104,958,36,50
dataset\k1.jpg,t,1072,958,36,50
dataset\k1.jpg,e,1020,971,36,50
dataset\k1.jpg,t,991,971,36,50
dataset\k1.jpg,i,967,971,36,50
dataset\k1.jpg,r,945,970,33,47
dataset\k1.jpg,w,909,974,48,67
dataset\k1.jpg,o,834,999,48,67
dataset\k1.jpg,s,795,996,36,50
dataset\k1.jpg,l,773,996,36,50
dataset\k1.jpg,A,741,998,36,50
dataset\k1.jpg,s,631,1035,36,50
dataset\k1.jpg,d,591,1035,36,50
dataset\k1.jpg,r,565,1039,30,43
dataset\k1.jpg,o,542,1044,30,43
dataset\k1.jpg,w,508,1050,43,61
dataset\k1.jpg,n,417,1077,43,61
dataset\k1.jpg,w,373,1070,43,61
dataset\k1.jpg,o,327,1073,43,61
dataset\k1.jpg,n,228,1103,44,61
dataset\k1.jpg,i,194,1097,40,56
dataset\k1.jpg,i,204,1209,40,56
dataset\k1.jpg,n,231,1216,40,56
dataset\k1.jpg,o,279,1211,40,56
dataset\k1.jpg,r,303,1199,37,52
dataset\k1.jpg,d,335,1193,37,52
dataset\k1.jpg,e,366,1199,36,50
dataset\k1.jpg,r,388,1193,36,50
dataset\k1.jpg,t,470,1173,36,50
dataset\k1.jpg,o,511,1168,36,50
dataset\k1.jpg,a,606,1153,36,50
dataset\k1.jpg,d,637,1138,40,56
dataset\k1.jpg,d,674,1134,40,56
dataset\k1.jpg,r,702,1134,40,56
dataset\k1.jpg,e,723,1130,36,50
dataset\k1.jpg,s,745,1128,35,49
dataset\k1.jpg,s,768,1125,35,49
dataset\k1.jpg,t,830,1105,35,49
dataset\k1.jpg,h,861,1099,43,61
dataset\k1.jpg,e,896,1099,43,61
dataset\k1.jpg,o,980,1086,43,61
dataset\k1.jpg,r,1013,1086,36,50
dataset\k1.jpg,d,1038,1076,36,50
dataset\k1.jpg,e,1074,1074,36,50
dataset\k1.jpg,a,1101,1074,36,50
dataset\k1.jpg,l,1133,1058,36,50
dataset\k1.jpg,o,1233,1045,36,50
dataset\k1.jpg,f,1269,1049,41,59
dataset\k1.jpg,t,1334,1037,41,59
dataset\k1.jpg,h,1370,1037,41,59
dataset\k1.jpg,e,1409,1036,41,59
dataset\k1.jpg,e,1501,1028,41,59
dataset\k1.jpg,l,1532,1016,38,54
dataset\k1.jpg,d,1563,1016,38,54
dataset\k1.jpg,e,1603,1011,38,54
dataset\k1.jpg,r,1626,1011,38,54
dataset\k1.jpg,l,1649,1006,38,54
dataset\k1.jpg,y,1682,1018,38,54
dataset\k1.jpg,a,1751,1001,38,54
dataset\k1.jpg,s,1794,1001,38,54
dataset\k1.jpg,a,1880,997,46,64
dataset\k1.jpg,s,176,1363,46,64
dataset\k1.jpg,o,221,1356,45,64
dataset\k1.jpg,c,246,1339,42,59
dataset\k1.jpg,i,271,1346,35,49
dataset\k1.jpg,a,297,1347,35,49
dataset\k1.jpg,l,324,1328,35,49
dataset\k1.jpg,w,401,1318,41,59
dataset\k1.jpg,o,439,1310,38,54
dataset\k1.jpg,r,464,1303,33,47
dataset\k1.jpg,k,490,1302,33,47
dataset\k1.jpg,e,526,1299,33,47
dataset\k1.jpg,r,549,1295,33,47
dataset\k1.jpg,A,143,1502,33,47
dataset\k1.jpg,n,178,1504,34,47
dataset\k1.jpg,s,208,1502,33,47
dataset\k1.jpg,T,366,1472,33,47
dataset\k1.jpg,h,398,1471,33,47
dataset\k1.jpg,e,428,1470,33,47
dataset\k1.jpg,c,502,1450,33,47
dataset\k1.jpg,a,532,1447,37,52
dataset\k1.jpg,s,569,1442,37,52
dataset\k1.jpg,e,599,1443,37,52
dataset\k1.jpg,s,884,1405,37,52
dataset\k1.jpg,t,913,1405,37,52
dataset\k1.jpg,u,945,1406,37,52
dataset\k1.jpg,d,988,1394,37,52
dataset\k1.jpg,i,1022,1393,37,52
dataset\k1.jpg,e,1049,1393,37,52
dataset\k1.jpg,s,1079,1388,37,52
dataset\k1.jpg,h,1161,1381,43,61
dataset\k1.jpg,i,1194,1378,37,52
dataset\k1.jpg,g,1231,1387,37,52
dataset\k1.jpg,h,1275,1370,37,52
dataset\k1.jpg,l,1315,1367,37,52
dataset\k1.jpg,i,1343,1364,37,52
dataset\k1.jpg,g,1377,1370,37,52
dataset\k1.jpg,h,1404,1360,30,43
dataset\k1.jpg,t,1429,1362,37,52
dataset\k1.jpg,t,1498,1345,37,52
dataset\k1.jpg,h,1535,1347,37,52
dataset\k1.jpg,e,1571,1347,37,52
dataset\k1.jpg,i,1630,1342,37,52
dataset\k1.jpg,m,1675,1348,67,93
dataset\k1.jpg,p,1731,1331,46,64
dataset\k1.jpg,o,1758,1323,41,59
dataset\k1.jpg,r,1786,1316,32,46
dataset\k1.jpg,t,1809,1316,32,46
dataset\k1.jpg,a,1848,1315,36,50
dataset\k1.jpg,n,1896,1310,36,50
dataset\k1.jpg,c,1929,1306,36,50
dataset\k1.jpg,e,1957,1306,36,50
dataset\k1.jpg,o,2020,1292,36,50
dataset\k1.jpg,f,2055,1295,40,56
dataset\k1.jpg,n,2044,1427,43,61
dataset\k1.jpg,i,2003,1425,43,61
dataset\k1.jpg,h,1969,1436,43,61
dataset\k1.jpg,t,1938,1437,37,52
dataset\k1.jpg,i,1915,1436,37,52
dataset\k1.jpg,w,1879,1445,48,67
dataset\k1.jpg,e,1777,1461,48,67
dataset\k1.jpg,s,1744,1459,41,59
dataset\k1.jpg,u,1712,1459,41,59
dataset\k1.jpg,b,1669,1465,41,59
dataset\k1.jpg,a,1633,1465,41,59
dataset\k1.jpg,r,1567,1477,41,59
dataset\k1.jpg,e,1535,1477,41,59
dataset\k1.jpg,d,1494,1483,41,59
dataset\k1.jpg,l,1466,1486,38,54
dataset\k1.jpg,e,1438,1493,38,54
dataset\k1.jpg,g,1356,1503,38,54
dataset\k1.jpg,n,1313,1503,38,54
dataset\k1.jpg,i,1275,1504,38,54
dataset\k1.jpg,s,1249,1515,38,54
dataset\k1.jpg,s,1219,1515,38,54
dataset\k1.jpg,s,1219,1515,38,54
dataset\k1.jpg,e,1196,1515,38,54
dataset\k1.jpg,r,1162,1523,38,54
dataset\k1.jpg,d,1129,1523,38,54
dataset\k1.jpg,d,1096,1523,38,54
dataset\k1.jpg,a,1047,1531,38,54
dataset\k1.jpg,n,948,1548,50,70
dataset\k1.jpg,i,907,1541,50,70
dataset\k1.jpg,s,841,1560,41,59
dataset\k1.jpg,e,807,1559,38,54
dataset\k1.jpg,h,781,1558,38,54
dataset\k1.jpg,c,748,1572,38,54
dataset\k1.jpg,a,721,1572,38,54
dataset\k1.jpg,o,687,1572,38,54
dataset\k1.jpg,r,655,1582,38,54
dataset\k1.jpg,p,633,1598,38,54
dataset\k1.jpg,p,601,1596,38,54
dataset\k1.jpg,a,561,1596,38,54
dataset\k1.jpg,e,453,1615,38,54
dataset\k1.jpg,v,414,1616,38,54
dataset\k1.jpg,i,384,1615,38,54
dataset\k1.jpg,t,360,1621,38,54
dataset\k1.jpg,a,327,1636,38,54
dataset\k1.jpg,r,306,1636,38,54
dataset\k1.jpg,o,283,1636,38,54
dataset\k1.jpg,t,252,1650,38,54
dataset\k1.jpg,s,231,1646,36,50
dataset\k1.jpg,e,209,1645,36,50
dataset\k1.jpg,r,186,1651,35,50
dataset\k1.jpg,f,161,1790,36,50
dataset\k1.jpg,a,195,1781,36,50
dataset\k1.jpg,m,235,1785,50,70
dataset\k1.jpg,i,275,1773,43,61
dataset\k1.jpg,l,296,1764,38,54
dataset\k1.jpg,y,331,1773,38,54
dataset\k1.jpg,s,432,1746,38,54
dataset\k1.jpg,e,465,1746,38,54
dataset\k1.jpg,t,488,1741,36,50
dataset\k1.jpg,t,517,1738,36,50
dataset\k1.jpg,i,533,1731,36,50
dataset\k1.jpg,n,560,1731,36,50
dataset\k1.jpg,g,590,1741,36,50
dataset\k1.jpg,s,623,1729,36,50
dataset\k1.jpg,e,726,1715,36,50
dataset\k1.jpg,m,774,1714,48,67
dataset\k1.jpg,p,817,1706,43,61
dataset\k1.jpg,h,853,1688,43,61
dataset\k1.jpg,a,879,1697,43,61
dataset\k1.jpg,s,913,1679,43,61
dataset\k1.jpg,i,942,1679,40,56
dataset\k1.jpg,z,971,1675,40,56
dataset\k1.jpg,i,999,1671,40,56
dataset\k1.jpg,n,1038,1670,40,56
dataset\k1.jpg,g,1082,1674,40,56
dataset\k1.jpg,t,1167,1658,40,56
dataset\k1.jpg,h,1201,1657,40,56
dataset\k1.jpg,e,1244,1651,40,56
dataset\k1.jpg,n,1344,1644,48,67
dataset\k1.jpg,e,1379,1642,48,67
dataset\k1.jpg,e,1408,1642,40,56
dataset\k1.jpg,d,1438,1631,40,56
dataset\k1.jpg,t,1536,1622,40,56
dataset\k1.jpg,o,1574,1616,40,56
dataset\k1.jpg,m,1675,1615,67,93
dataset\k1.jpg,o,1725,1602,53,74
dataset\k1.jpg,v,1758,1600,53,74
dataset\k1.jpg,e,1794,1594,43,61
dataset\k1.jpg,a,1854,1595,43,61
dataset\k1.jpg,w,1916,1584,50,70
dataset\k1.jpg,a,1967,1573,50,70
dataset\k1.jpg,y,2011,1578,50,70
dataset\k1.jpg,l,2081,1699,50,70
dataset\k1.jpg,a,2043,1706,50,70
dataset\k1.jpg,i,2004,1698,41,59
dataset\k1.jpg,c,1978,1704,41,59
dataset\k1.jpg,o,1949,1711,41,59
dataset\k1.jpg,s,1912,1714,41,59
dataset\k1.jpg,e,1805,1740,41,59
dataset\k1.jpg,v,1765,1740,41,59
dataset\k1.jpg,i,1738,1741,37,52
dataset\k1.jpg,t,1711,1741,37,52
dataset\k1.jpg,c,1686,1741,37,52
dataset\k1.jpg,u,1643,1743,40,56
dataset\k1.jpg,r,1606,1750,40,56
dataset\k1.jpg,t,1573,1752,38,54
dataset\k1.jpg,s,1549,1752,38,54
dataset\k1.jpg,n,1513,1756,38,54
dataset\k1.jpg,o,1476,1763,38,54
dataset\k1.jpg,c,1456,1763,38,54
dataset\k1.jpg,t,1351,1767,38,54
dataset\k1.jpg,p,1314,1774,38,54
dataset\k1.jpg,o,1287,1773,38,54
dataset\k1.jpg,d,1246,1773,38,54
dataset\k1.jpg,a,1208,1776,38,54
dataset\k1.jpg,d,1108,1783,38,54
dataset\k1.jpg,n,1073,1795,38,54
dataset\k1.jpg,a,1025,1796,38,54
dataset\k1.jpg,s,943,1811,38,54
dataset\k1.jpg,e,910,1812,38,54
dataset\k1.jpg,r,891,1821,38,54
dataset\k1.jpg,u,853,1825,38,54
dataset\k1.jpg,s,821,1831,38,54
dataset\k1.jpg,a,791,1841,38,54
dataset\k1.jpg,e,760,1839,38,54
dataset\k1.jpg,m,723,1851,48,67
dataset\k1.jpg,e,616,1871,48,67
dataset\k1.jpg,v,574,1873,48,67
dataset\k1.jpg,i,536,1871,46,64
dataset\k1.jpg,t,511,1871,46,64
dataset\k1.jpg,i,481,1871,43,61
dataset\k1.jpg,n,450,1876,43,61
dataset\k1.jpg,u,406,1883,43,61
dataset\k1.jpg,p,369,1890,43,61
dataset\k1.jpg,m,264,1912,48,67
dataset\k1.jpg,o,217,1912,47,67
dataset\k1.jpg,r,187,1907,40,56
dataset\k1.jpg,f,161,1927,40,56
dataset\k1.jpg,a,135,2074,40,56
dataset\k1.jpg,l,161,2064,40,56
dataset\k1.jpg,t,188,2067,40,56
dataset\k1.jpg,e,212,2066,40,56
dataset\k1.jpg,r,233,2066,40,56
dataset\k1.jpg,n,262,2065,40,56
dataset\k1.jpg,a,300,2064,40,56
dataset\k1.jpg,t,331,2056,40,56
dataset\k1.jpg,i,358,2054,40,56
dataset\k1.jpg,v,389,2058,40,56
dataset\k1.jpg,e,417,2054,40,56
dataset\k1.jpg,s,450,2054,40,56
dataset\k1.jpg,R,570,2025,40,56
dataset\k1.jpg,e,602,2023,40,56
dataset\k1.jpg,s,626,2026,36,50
dataset\k1.jpg,t,651,2021,36,50
dataset\k1.jpg,o,677,2016,36,50
dataset\k1.jpg,r,708,2016,36,50
dataset\k1.jpg,a,731,2017,36,50
dataset\k1.jpg,t,771,2010,36,50
dataset\k1.jpg,i,801,2004,36,50
dataset\k1.jpg,o,833,2001,36,50
dataset\k1.jpg,n,870,1998,41,59
dataset\k1.jpg,j,975,1992,48,67
dataset\k1.jpg,u,1013,1969,48,67
dataset\k1.jpg,s,1041,1970,48,67
dataset\k1.jpg,t,1072,1970,48,67
dataset\k1.jpg,i,1093,1971,43,61
dataset\k1.jpg,c,1118,1970,41,59
dataset\k1.jpg,e,1148,1960,41,59
dataset\k1.jpg,m,1246,1946,46,64
dataset\k1.jpg,e,1282,1946,46,64
dataset\k1.jpg,t,1312,1939,46,64
dataset\k1.jpg,h,1347,1939,46,64
dataset\k1.jpg,o,1379,1940,46,64
dataset\k1.jpg,d,1415,1933,46,64
dataset\k1.jpg,s,1452,1934,46,64
dataset\k1.jpg,p,1541,1938,46,64
dataset\k1.jpg,a,1587,1922,46,64
dataset\k1.jpg,r,1621,1916,46,64
dataset\k1.jpg,t,1649,1903,46,64
dataset\k1.jpg,i,1673,1911,43,61
dataset\k1.jpg,c,1698,1912,43,61
dataset\k1.jpg,u,1739,1908,43,61
dataset\k1.jpg,l,1774,1900,43,61
dataset\k1.jpg,a,1815,1894,43,61
dataset\k1.jpg,r,1850,1890,43,61
dataset\k1.jpg,l,1877,1882,43,61
dataset\k1.jpg,y,1908,1896,43,61
dataset\k1.jpg,F,1999,1873,43,61
dataset\k1.jpg,a,2036,1873,43,61
dataset\k1.jpg,m,2084,1874,43,61
dataset\k1.jpg,i,2112,1867,38,54
dataset\k1.jpg,l,2133,1855,35,49
dataset\k1.jpg,y,2158,1873,37,52
dataset\k1.jpg,g,2186,2067,37,52
dataset\k1.jpg,n,2163,2068,37,52
dataset\k1.jpg,i,2143,2059,37,52
dataset\k1.jpg,l,2119,2059,37,52
dataset\k1.jpg,d,2086,2060,37,52
dataset\k1.jpg,n,2046,2067,37,52
dataset\k1.jpg,a,1998,2067,37,52
dataset\k1.jpg,h,1960,2068,37,52
dataset\k1.jpg,n,1863,2091,41,59
dataset\k1.jpg,i,1823,2077,41,59
dataset\k1.jpg,s,1744,2086,41,59
dataset\k1.jpg,l,1713,2076,41,59
dataset\k1.jpg,o,1687,2102,41,59
dataset\k1.jpg,o,1648,2103,41,59
dataset\k1.jpg,t,1618,2103,41,59
dataset\k1.jpg,l,1551,2099,41,59
dataset\k1.jpg,a,1498,2114,41,59
dataset\k1.jpg,i,1468,2114,41,59
dataset\k1.jpg,c,1440,2110,41,59
dataset\k1.jpg,u,1398,2117,41,59
dataset\k1.jpg,r,1357,2122,41,59
dataset\k1.jpg,c,1328,2126,41,59
dataset\k1.jpg,s,1244,2126,41,59
dataset\k1.jpg,a,1212,2132,41,59
dataset\k1.jpg,d,1114,2134,41,59
dataset\k1.jpg,e,1083,2141,41,59
dataset\k1.jpg,t,1049,2139,41,59
dataset\k1.jpg,n,1011,2149,41,59
dataset\k1.jpg,e,969,2160,41,59
dataset\k1.jpg,s,941,2163,41,59
dataset\k1.jpg,e,914,2163,41,59
dataset\k1.jpg,r,893,2164,41,59
dataset\k1.jpg,p,862,2173,41,59
dataset\k1.jpg,e,799,2161,41,59
dataset\k1.jpg,r,765,2161,41,59
dataset\k1.jpg,a,743,2173,41,59
dataset\k1.jpg,s,635,2196,41,59
dataset\k1.jpg,e,608,2195,41,59
dataset\k1.jpg,c,574,2198,41,59
dataset\k1.jpg,n,541,2201,41,59
dataset\k1.jpg,e,507,2201,41,59
dataset\k1.jpg,r,486,2201,41,59
dataset\k1.jpg,f,442,2213,41,59
dataset\k1.jpg,n,410,2213,41,59
dataset\k1.jpg,o,376,2213,41,59
dataset\k1.jpg,c,353,2204,41,59
dataset\k1.jpg,p,265,2223,41,59
dataset\k1.jpg,u,226,2228,42,59
dataset\k1.jpg,o,196,2228,42,59
dataset\k1.jpg,r,168,2228,42,59
dataset\k1.jpg,G,133,2226,41,59
dataset\k1.jpg,a,136,2401,42,59
dataset\k1.jpg,b,178,2392,41,59
dataset\k1.jpg,u,213,2392,42,59
dataset\k1.jpg,s,240,2389,42,59
dataset\k1.jpg,i,270,2387,41,59
dataset\k1.jpg,v,304,2387,41,59
dataset\k1.jpg,e,343,2388,41,59
dataset\k1.jpg,s,446,2373,41,59
dataset\k1.jpg,i,478,2374,38,54
dataset\k1.jpg,t,503,2374,38,54
dataset\k1.jpg,u,537,2369,38,54
dataset\k1.jpg,a,569,2367,38,54
dataset\k1.jpg,t,599,2357,38,54
dataset\k1.jpg,i,628,2349,38,54
dataset\k1.jpg,o,650,2355,38,54
dataset\k1.jpg,n,686,2354,38,54
dataset\k1.jpg,s,723,2355,38,54
dataset\k1.jpg,i,826,2342,38,54
dataset\k1.jpg,n,874,2340,46,64
dataset\k1.jpg,v,922,2340,46,64
dataset\k1.jpg,o,962,2340,46,64
dataset\k1.jpg,l,1003,2328,46,64
dataset\k1.jpg,v,1030,2328,46,64
dataset\k1.jpg,i,1061,2321,46,64
dataset\k1.jpg,n,1095,2320,46,64
dataset\k1.jpg,g,1138,2316,46,64
dataset\k1.jpg,o,1227,2311,46,64
dataset\k1.jpg,l,1256,2291,46,64
dataset\k1.jpg,d,1293,2291,46,64
dataset\k1.jpg,e,1329,2291,46,64
dataset\k1.jpg,r,1360,2291,46,64
dataset\k1.jpg,i,1421,2291,46,64
dataset\k1.jpg,n,1462,2290,46,64
dataset\k1.jpg,d,1502,2275,46,64
dataset\k1.jpg,i,1535,2271,46,64
dataset\k1.jpg,v,1565,2273,46,64
dataset\k1.jpg,i,1591,2273,46,64
dataset\k1.jpg,d,1624,2269,46,64
dataset\k1.jpg,u,1670,2275,46,64
dataset\k1.jpg,a,1711,2268,46,64
dataset\k1.jpg,l,1752,2258,46,64
dataset\k1.jpg,s,1792,2258,46,64
dataset\k1.jpg,T,1913,2235,46,64
dataset\k1.jpg,h,1954,2238,46,64
dataset\k1.jpg,e,1994,2238,46,64
dataset\k1.jpg,n,2016,2417,46,64
dataset\k1.jpg,o,1975,2417,46,64
dataset\k1.jpg,i,1944,2418,41,59
dataset\k1.jpg,t,1923,2427,41,59
dataset\k1.jpg,n,1876,2438,41,59
dataset\k1.jpg,e,1845,2440,41,59
dataset\k1.jpg,v,1803,2441,41,59
